GHG source,Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (t)
fleets,Environment and Climate Change Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,201761.497,7063.49665,505.0591907
fleets,Environment and Climate Change Canada,FY 2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),26191.8719,917.121802,56.23803891
fleets,Environment and Climate Change Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),168763.0641,5909.325078,362.3606515
fleets,Environment and Climate Change Canada,FY 2013-14,Other mobile equipment,1,Gasoline,gasoline,176899.7,6191.4895,397.4936259
fleets,Environment and Climate Change Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,955100.5,33428.5175,2142.290422
fleets,Environment and Climate Change Canada,FY 2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,43.38,1.5186,0.0924204
fleets,Environment and Climate Change Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),15080.7119,527.616811,35.33562022
fleets,Environment and Climate Change Canada,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26738.6728,936.09796,65.71930721
fleets,Environment and Climate Change Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,223194.1604,7813.83578,558.710476
fleets,Environment and Climate Change Canada,FY 2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),25974.9738,909.527004,55.77232482
fleets,Environment and Climate Change Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),173430.9665,6072.77407,372.3833669
fleets,Environment and Climate Change Canada,FY 2014-15,Other mobile equipment,1,Gasoline,gasoline,151823,5313.805,341.146281
fleets,Environment and Climate Change Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,876304.9,30670.6715,1965.551891
fleets,Environment and Climate Change Canada,FY 2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,91.6041,3.206777,0.195161078
fleets,Environment and Climate Change Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),12184.183,426.27827,28.54876255
fleets,Environment and Climate Change Canada,FY 2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,25382.988,888.6366,62.38725455
fleets,Environment and Climate Change Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,228454.55,7997.9975,571.8785391
fleets,Environment and Climate Change Canada,FY 2015-16,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),120.875,4.2325,0.2595375
fleets,Environment and Climate Change Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),157972.988,5531.50504,339.1926732
fleets,Environment and Climate Change Canada,FY 2015-16,Other mobile equipment,1,Gasoline,gasoline,89415.34,3129.5369,200.916269
fleets,Environment and Climate Change Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,804738.02,28165.8307,1805.027379
fleets,Environment and Climate Change Canada,FY 2015-16,Other mobile equipment,1,Liquified petroleum gas,propane,52.779,1.84763,0.11244482
fleets,Environment and Climate Change Canada,FY 2015-16,Other mobile equipment,1,Natural gas,compressed natural gas,12.336,0.001824,0.000104059
fleets,Environment and Climate Change Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),17467.2204,611.111676,40.92744894
fleets,Environment and Climate Change Canada,FY 2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3391.4,118.73,8.3355094
fleets,Environment and Climate Change Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,269921.9636,9449.73602,675.6817853
fleets,Environment and Climate Change Canada,FY 2016-17,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),120.875,4.2325,0.2595375
fleets,Environment and Climate Change Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),25790.7603,903.076674,55.37678967
fleets,Environment and Climate Change Canada,FY 2016-17,Other mobile equipment,1,Gasoline,gasoline,86521.13,3028.23955,194.4129791
fleets,Environment and Climate Change Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,1064932.82,37272.6487,2388.644315
fleets,Environment and Climate Change Canada,FY 2016-17,Other mobile equipment,1,Liquified petroleum gas,propane,73.746,2.58162,0.15711468
fleets,Environment and Climate Change Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),26.99999226,0.683369804,0.009606601
fleets,Environment and Climate Change Canada,FY 2017-18,other mobile equipment,1,fuels with renewable content,biodiesel (5%),18.70000006,0.711226452,0.047775189
fleets,Environment and Climate Change Canada,FY 2017-18,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),185.7999323,6.291185707,0.41535579
fleets,Environment and Climate Change Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2179.000523,73.7809577,4.545503736
fleets,Environment and Climate Change Canada,FY 2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5572.600502,213.4305992,14.98401904
fleets,Environment and Climate Change Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),16923.49703,643.6598244,44.077317
fleets,Environment and Climate Change Canada,FY 2017-18,other mobile equipment,1,gasoline,gasoline,58975.817,2064.153595,145.4460821
fleets,Environment and Climate Change Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,260062.2734,9960.385071,712.194397
fleets,Environment and Climate Change Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,976947.1401,34193.1499,2263.342545
fleets,Environment and Climate Change Canada,FY 2018-19,on-road vehicles,1,liquified petroleum gas,propane,196.9000112,4.983539283,0.303292906
fleets,Environment and Climate Change Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1250.099777,42.32837844,2.607772186
fleets,Environment and Climate Change Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),13597.69855,517.1680679,35.41525483
fleets,Environment and Climate Change Canada,FY 2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17664.50479,676.5505333,47.4976244
fleets,Environment and Climate Change Canada,FY 2018-19,other mobile equipment,1,gasoline,gasoline,47497.57124,1662.414993,117.1385469
fleets,Environment and Climate Change Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,262842.4566,10066.86609,719.8082123
fleets,Environment and Climate Change Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,905768.5756,31701.90015,2098.439758
fleets,Environment and Climate Change Canada,FY 2019-20,on-road vehicles,1,liquified petroleum gas,propane,11.62999453,0.294355161,0.017914153
fleets,Environment and Climate Change Canada,FY 2019-20,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),457.0001656,15.47402561,1.021623865
fleets,Environment and Climate Change Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1824.999912,61.79449701,3.807042181
fleets,Environment and Climate Change Canada,FY 2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17470.50612,669.1203842,46.97595263
fleets,Environment and Climate Change Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),17700.00434,673.1931152,46.09973717
fleets,Environment and Climate Change Canada,FY 2019-20,other mobile equipment,1,gasoline,gasoline,56953.99649,1993.389877,140.4599304
fleets,Environment and Climate Change Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,279941.5784,10721.76245,766.6349716
fleets,Environment and Climate Change Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,957005.8664,33495.20532,2217.143555
fleets,Environment and Climate Change Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),67.20000037,1.700832009,0.023909761
fleets,Environment and Climate Change Canada,FY 2020-21,aircraft,1,aviation fuel,aviation turbo fuel,1703.435393,63.7084837,4.376027346
fleets,Environment and Climate Change Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2099.099387,71.07550526,4.378826767
fleets,Environment and Climate Change Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),12401.50012,471.6724548,32.29975224
fleets,Environment and Climate Change Canada,FY 2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13388.59879,512.7833338,36.56263626
fleets,Environment and Climate Change Canada,FY 2020-21,Other mobile equipment,1,gasoline,gasoline,16709.99952,584.8499832,41.17957139
fleets,Environment and Climate Change Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,218325.683,8361.873657,597.8967514
fleets,Environment and Climate Change Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,554939.4985,19422.88245,1285.656685
fleets,Fisheries and Oceans Canada,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,11029.99953,279.169288,16.98994461
fleets,Fisheries and Oceans Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,607621.8767,23271.91788,1664.005754
fleets,Fisheries and Oceans Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,3426420.32,119924.7112,7938.156042
fleets,Fisheries and Oceans Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,646932.524,22648.5518,1619.432954
fleets,Fisheries and Oceans Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),12117.896,424.01247,24.4271272
fleets,Fisheries and Oceans Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),100733.357,3527.23006,216.2902473
fleets,Fisheries and Oceans Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,3064234,107248.19,6873.076862
fleets,Fisheries and Oceans Canada,FY 2010-11,On-road vehicles,1,Liquified petroleum gas,propane,841.572,29.46084,1.79295576
fleets,Fisheries and Oceans Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,682601.3,23897.285,1708.720768
fleets,Fisheries and Oceans Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),17950.744,628.10733,36.1849208
fleets,Fisheries and Oceans Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),159580.142,5587.78036,342.6434838
fleets,Fisheries and Oceans Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,2746365,96122.775,6160.096695
fleets,Fisheries and Oceans Canada,FY 2011-12,On-road vehicles,1,Liquified petroleum gas,propane,1419.249,49.68353,3.02368742
fleets,Fisheries and Oceans Canada,FY 2011-12,On-road vehicles,1,Natural gas,compressed natural gas,188.381,0.027854,0.001589071
fleets,Fisheries and Oceans Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,687888.602,24082.3889,1721.9562
fleets,Fisheries and Oceans Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),22188.656,776.39442,44.7276592
fleets,Fisheries and Oceans Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),141721.586,4962.45388,304.2983754
fleets,Fisheries and Oceans Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,2580950,90333.25,5789.07085
fleets,Fisheries and Oceans Canada,FY 2012-13,On-road vehicles,1,Liquified petroleum gas,propane,3092.271,108.25087,6.58803418
fleets,Fisheries and Oceans Canada,FY 2012-13,On-road vehicles,1,Natural gas,compressed natural gas,43.947,0.006498,0.000370711
fleets,Fisheries and Oceans Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,653579.668,22881.2626,1636.072408
fleets,Fisheries and Oceans Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),18983.888,664.25766,38.2675216
fleets,Fisheries and Oceans Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),120624.547,4223.73026,258.9997383
fleets,Fisheries and Oceans Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,2325188,81381.58,5215.396684
fleets,Fisheries and Oceans Canada,FY 2013-14,On-road vehicles,1,Liquified petroleum gas,propane,1484.319,51.96143,3.16231802
fleets,Fisheries and Oceans Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,629873.782,22051.3399,1576.730681
fleets,Fisheries and Oceans Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),23185.624,811.27893,46.7373368
fleets,Fisheries and Oceans Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),112905.953,3953.45974,242.4267117
fleets,Fisheries and Oceans Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,2154539,75408.865,4832.630977
fleets,Fisheries and Oceans Canada,FY 2014-15,On-road vehicles,1,Liquified petroleum gas,propane,1613.736,56.49192,3.43803888
fleets,Fisheries and Oceans Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,631297.076,22101.1682,1580.29354
fleets,Fisheries and Oceans Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),22983.464,804.20523,46.3298248
fleets,Fisheries and Oceans Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),105090.659,3679.80322,225.6460551
fleets,Fisheries and Oceans Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,2108966,73813.81,4730.410738
fleets,Fisheries and Oceans Canada,FY 2015-16,On-road vehicles,1,Liquified petroleum gas,propane,922.548,32.29556,1.96547384
fleets,Fisheries and Oceans Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,649643.456,22743.4592,1626.21909
fleets,Fisheries and Oceans Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),4937.502,172.88916,10.6015878
fleets,Fisheries and Oceans Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),22189.72,776.43165,44.729804
fleets,Fisheries and Oceans Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,2068067,72382.345,4638.674281
fleets,Fisheries and Oceans Canada,FY 2016-17,On-road vehicles,1,Liquified petroleum gas,propane,506.823,17.74231,1.07977834
fleets,Fisheries and Oceans Canada,FY 2017-18,on-road vehicles,1,natural gas,compressed natural gas,908.1668416,0.03451034,0.001955435
fleets,Fisheries and Oceans Canada,FY 2017-18,on-road vehicles,1,liquified petroleum gas,propane,1166.999642,29.53676094,1.797577261
fleets,Fisheries and Oceans Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2544.00035,86.13985185,5.306910974
fleets,Fisheries and Oceans Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),22492.00272,837.4672294,49.53535494
fleets,Fisheries and Oceans Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,593897.968,22746.29218,1626.421772
fleets,Fisheries and Oceans Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,2254013.138,78890.45983,5221.986282
fleets,Fisheries and Oceans Canada,FY 2018-19,on-road vehicles,1,liquified petroleum gas,propane,935.0001223,23.6648531,1.440217827
fleets,Fisheries and Oceans Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),3256.999622,110.2820072,6.79426229
fleets,Fisheries and Oceans Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (20%),17626.00133,656.2865334,38.8186945
fleets,Fisheries and Oceans Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,651266.0317,24943.48901,1783.526783
fleets,Fisheries and Oceans Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,2264132.159,79244.62556,5245.426864
fleets,Fisheries and Oceans Canada,FY 2019-20,on-road vehicles,1,liquified petroleum gas,propane,781.9997739,19.79241428,1.204545949
fleets,Fisheries and Oceans Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),3303.999712,111.8734303,6.892306209
fleets,Fisheries and Oceans Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (20%),15401.00514,573.4410253,33.91845579
fleets,Fisheries and Oceans Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,731713.0379,28024.60935,2003.836105
fleets,Fisheries and Oceans Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,2242059.13,78472.06955,5194.290896
fleets,Fisheries and Oceans Canada,FY 2020-21,on-road vehicles,1,liquified petroleum gas,propane,599.9999054,15.18599761,0.924203783
fleets,Fisheries and Oceans Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4482.001098,151.7605572,9.349677682
fleets,Fisheries and Oceans Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (20%),14177.99612,527.9035077,31.22497089
fleets,Fisheries and Oceans Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,639976.7772,24511.11057,1752.611655
fleets,Fisheries and Oceans Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,1536670.786,53783.47751,3560.083792
fleets,Health Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,686609.8528,24031.34485,1590.703865
fleets,Health Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3078.2972,107.76854,7.705743245
fleets,Health Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),6781.1616,237.387552,3.24567216
fleets,Health Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),101897.8184,3568.004272,218.7905278
fleets,Health Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,920914.5,32232.0075,2065.611224
fleets,Health Canada,FY 2010-11,On-road vehicles,1,Natural gas,compressed natural gas,32.1764,0.0047576,0.000271421
fleets,Health Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2554.49,89.4305,6.39452359
fleets,Health Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),81.928,2.86671,0.1651496
fleets,Health Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),7506.186,262.76842,3.5926911
fleets,Health Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),164958.596,5776.10968,354.1918644
fleets,Health Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,868051,30381.785,1947.038393
fleets,Health Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5179.8712,181.34284,12.96650548
fleets,Health Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),41.7088,1.459416,0.08407616
fleets,Health Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),3257.7657,114.044329,1.559266695
fleets,Health Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),180418.6052,6317.449816,387.3869183
fleets,Health Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,864741.7,30265.9595,1939.615633
fleets,Health Canada,FY 2012-13,On-road vehicles,1,Liquified petroleum gas,propane,17.5689,0.615033,0.037430262
fleets,Health Canada,FY 2012-13,On-road vehicles,1,Natural gas,compressed natural gas,11.1024,0.0016416,9.37E-05
fleets,Health Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3841.034,134.4713,9.615063094
fleets,Health Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),158228.276,5540.44408,339.7408164
fleets,Health Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,794452,27805.82,1781.955836
fleets,Health Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6580.41,230.3745,16.47240231
fleets,Health Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),147757.6,5173.808,317.25864
fleets,Health Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,675160,23630.6,1514.38388
fleets,Health Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9813.92392,343.577044,24.5666916
fleets,Health Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),147973.1443,5181.355394,317.7214473
fleets,Health Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,690539.36,24168.8776,1548.879784
fleets,Health Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9009.15564,315.402798,22.5521565
fleets,Health Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),28211.0646,987.824868,60.57356094
fleets,Health Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,892013.53,31220.47355,2000.786348
fleets,Health Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6499.998277,248.949934,17.80059838
fleets,Health Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),8620.996301,291.9069347,17.98383486
fleets,Health Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,906497.2726,31727.40454,2100.126205
fleets,Health Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),381.9997971,14.52878928,0.994920492
fleets,Health Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),6994.000259,236.8168488,14.58983362
fleets,Health Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14165.99383,542.5575638,38.79434657
fleets,Health Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,275796.8785,9652.890747,638.9528732
fleets,Health Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),403.7506892,13.67099833,0.842244118
fleets,Health Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3222.102123,123.4065113,8.8238976
fleets,Health Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,147416.4246,5159.57486,341.5270271
fleets,Health Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),60.49999464,2.048529819,0.126206037
fleets,Health Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2234.298816,85.57364464,6.118748665
fleets,Health Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,65451.99934,2290.819977,151.6358957
fleets,"Immigration, Refugees and Citizenship Canada",FY 2005-06,on-road vehicles,1,gasoline,gasoline,39780.63224,1392.322128,92.16181898
fleets,"Immigration, Refugees and Citizenship Canada",FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),6573.759799,230.1835644,14.1148888
fleets,"Immigration, Refugees and Citizenship Canada",FY 2010-11,On-road vehicles,1,Gasoline,gasoline,30656.064,1072.96224,68.76155155
fleets,"Immigration, Refugees and Citizenship Canada",FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),8149.971733,285.3754321,17.49926195
fleets,"Immigration, Refugees and Citizenship Canada",FY 2011-12,On-road vehicles,1,Gasoline,gasoline,19560.393,684.613755,43.8739615
fleets,"Immigration, Refugees and Citizenship Canada",FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),7679.555243,268.9035579,16.48920429
fleets,"Immigration, Refugees and Citizenship Canada",FY 2012-13,On-road vehicles,1,Gasoline,gasoline,23706.371,829.722985,53.17339015
fleets,"Immigration, Refugees and Citizenship Canada",FY 2013-14,On-road vehicles,1,Gasoline,gasoline,18291.146,640.19011,41.02704048
fleets,"Immigration, Refugees and Citizenship Canada",FY 2014-15,On-road vehicles,1,Gasoline,gasoline,21241.873,743.465555,47.64552114
fleets,"Immigration, Refugees and Citizenship Canada",FY 2015-16,On-road vehicles,1,Gasoline,gasoline,24183.4,846.419,54.2433662
fleets,"Immigration, Refugees and Citizenship Canada",FY 2016-17,On-road vehicles,1,Gasoline,gasoline,22779.23,797.27305,51.09381289
fleets,"Immigration, Refugees and Citizenship Canada",FY 2017-18,on-road vehicles,1,gasoline,gasoline,21914.70246,767.0145862,50.77088429
fleets,"Immigration, Refugees and Citizenship Canada",FY 2018-19,on-road vehicles,1,gasoline,gasoline,25890.19681,906.1568882,59.98112088
fleets,"Immigration, Refugees and Citizenship Canada",FY 2019-20,on-road vehicles,1,gasoline,gasoline,16573.99919,580.0899715,38.39781584
fleets,"Immigration, Refugees and Citizenship Canada",FY 2020-21,on-road vehicles,1,gasoline,gasoline,9888.298325,346.0904414,22.908715
fleets,Indigenous Services Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),124.0000017,3.138440043,0.044119193
fleets,Indigenous Services Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,149.9999885,5.744999558,0.410783015
fleets,Indigenous Services Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1532.999982,51.90737939,3.197913527
fleets,Indigenous Services Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,968195.9037,33886.85663,2243.068829
fleets,Indigenous Services Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26454.561,926.15145,66.22234355
fleets,Indigenous Services Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),714.5163,25.019154,1.53417807
fleets,Indigenous Services Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),16369.0815,573.031055,7.834745025
fleets,Indigenous Services Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,213074.5,7457.6075,477.9261035
fleets,Indigenous Services Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,19858.3974,695.22543,49.71050606
fleets,Indigenous Services Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),17875.3797,625.761909,8.555705595
fleets,Indigenous Services Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,207044.7,7246.5645,464.4012621
fleets,Indigenous Services Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,16219.097,567.81665,40.60043233
fleets,Indigenous Services Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),15209.1726,532.426222,7.27957701
